currency,description,is_taxable,name,plan_id,price,url,accessed_on
USD,"Aluminum Access with perks! A limited edition B-Card, limited edition t-shirt, & $50 Downtown Lincoln Gift Card to celebrate being a hardcore BikeLNK supporter.",0,Founding Member,bcycle_bikelnk_404,150.0,bikelnk.bcycle.com,2019-04-15 22:23:15.614690
USD,An annual pass with unlimited 30 minute trips.,0,Aluminum Access,bcycle_bikelnk_392,80.0,bikelnk.bcycle.com,2019-04-15 22:23:15.614690
USD,A monthly pass with unlimited 30 minute trips.,0,Monthly Member,bcycle_bikelnk_393,12.0,bikelnk.bcycle.com,2019-04-15 22:23:15.614690
USD,"$5 one-time sign-up fee. All trips charged at $.08/min, including reservation and hold time. User may rent up to 4 bikes. $2 fee for parking out of a station and $10 fee for parking outside of service area apply. Improperly secured bikes may be charged a $5 fee. Please always lock your bike to a BIKETOWN station or public bike rack when you end your trip. Eligible for BIKETOWN Bonus when applicable. ",1,Pay-As-You-Go,payment_plan_332,5.0,https://widget.socialbicycles.com/92/332,2019-04-15 22:23:15.614690
USD,$19/month. Additional bikes billed at $0.08/min. Free time applies to first bike only. $2 fee for ending trip outside of a station and $10 fee for ending trip out of system area apply. Improperly secured bikes may be charged a $5 fee. Please always lock your bike to a BIKETOWN station or public bike rack when you end your trip. Eligible for BIKETOWN Bonus when applicable. ,1,Month-to-Month ,payment_plan_855,19.0,https://widget.socialbicycles.com/92/855,2019-04-15 22:23:15.614690
USD,$99 upfront for annual membership. Additional bikes billed at $0.08/min. Free time applies to first bike only. $10 fee for ending trip out of system area applies. Improperly secured bikes may be charged a $5 fee. Please always lock your bike to a BIKETOWN station or public bike rack when you end your trip. Eligible for BIKETOWN Bonus when applicable. ,1,Annual Membership,payment_plan_611,99.0,https://widget.socialbicycles.com/92/611,2019-04-15 22:23:15.614690
USD,Please be sure to sign up using the email provided by your employer. This will gain you access to all BRiteBikes around Bishop Ranch for free!,1,Bishop Ranch Tenant Plan,payment_plan_593,0.0,https://widget.socialbicycles.com/34/593,2019-04-15 22:23:15.614690
USD,"Examples: gmail, yahoo, hotmail, comcast, etc. Signing up for this plan means you do not have an email address provided by your employer. We will have to verify your identity with your employer so it may take sometime for your account to become active. Thank you for your patience.",1,Bishop Ranch Tenant Plan - Companies Using Common Email Domains,payment_plan_599,0.0,https://widget.socialbicycles.com/34/599,2019-04-15 22:23:15.614690
USD,"Student Annual membership provides members with one hour of free ride time daily. 

You must use a valid student email address to be eligible for the discounted student annual rate and respond to the email confirmation before your account will be activated.

Any rides over one hour will be charged at the Pay As You Go rate of $5/hour, which is prorated to the minute.

Membership renews automatically unless the member turns off the auto-renew feature.

Bikes may be put on hold. Hold time counts just like ride time.

You can rent up to six bikes on a single account, but each additional rental is charged at the Pay As You Go rate of $5/hour, prorated.",1,Student Annual Membership,payment_plan_128,25.0,https://widget.socialbicycles.com/32/128,2019-04-15 22:23:15.614690
USD,"The Premium Annual Membership plan offers two hours of 'free' ride time a day.

For all rides over two hours users will be charged at a rate of $5 per hour, which is prorated to the minute.

All memberships renew automatically unless the member  turns off auto-renew.

Premium members do not pay the $2 Out of Hub fee for locking a bike away from a station hub. 

You can rent up to six bikes on a single account but each additional rental is charged at the Pay As You Go rate of $5/hour.
",1,Premium Annual Membership,payment_plan_126,100.0,https://widget.socialbicycles.com/32/126,2019-04-15 22:23:15.614690
USD,"The Monthly Membership provides one hour of 'free' ride time every day for 30 days. Any time over one hour is charged at a rate of $5/hour, which is prorated based on actual ride time.

Monthly membership does not renew automatically. If you want to continue your membership month-to-month you will need to turn on the auto-renew feature inside your account.

Putting a bike on hold counts just like ride time.

You can rent up to six bikes on one account. Each additional bike rental will be charged at the $5/hour Pay As You Go rate.",1,Monthly Membership,payment_plan_127,15.0,https://widget.socialbicycles.com/32/127,2019-04-15 22:23:15.614690
USD,"Annual membership provides users one hour of free ride time daily. Any trips over an hour will be charged at the Pay As You Go rate of $5/hour, prorated to the minute. 

All memberships renew automatically unless you turn off the auto-renew feature through your account home page.

Bikes can be put on hold, but hold time counts just like ride time.

You can rent up to six bikes on a single account, but each additional bike will be charged at the Pay As You Go rate of $5/hour.",1,Annual Membership,payment_plan_125,70.0,https://widget.socialbicycles.com/32/125,2019-04-15 22:23:15.614690
USD,"This plan charges a rate of $5 per hour prorated, which is deducted from your initial investment as you ride the bike. If you exceed your initial investment additional time is charged at the same prorated rate.

Locking a bike stops the clock and ends the trip. Locking away from a station hub results in a $2 fee every time the bike is locked away from a station hub.
  
If you choose to use the 'Hold' function on the bike, you will be charged at the same $5/hour rate as if you were riding the bike.

You can rent up to six bikes on a single account, each additional rental is charged the same $5/hour rate.",1,Pay as you Go,payment_plan_124,0.0,https://widget.socialbicycles.com/32/124,2019-04-15 22:23:15.614690
USD,Get an unlimited number of 60 minute trips and ride for no extra cost in 25 cities around the country. Overtime fees for trips over 60 minutes: $3 per half hour,0,Republic Rider (Annual),bcycle_boulder_77,88.0,boulder.bcycle.com,2019-04-15 22:23:15.614690
USD,This auto-renewing monthly subscription gets you an unlimited number of 30 minute trips. Overtime fees for trips over 30 minutes: $3 per half hour,0,People's Pedaler (Monthly),bcycle_boulder_301,11.0,boulder.bcycle.com,2019-04-15 22:23:15.614690
USD,"Only pay for what you use. $2 for the first half hour of each trip, $3 for every half hour after that.",0,Casual Cruiser (Pay-Per-Trip),bcycle_boulder_302,0.0,boulder.bcycle.com,2019-04-15 22:23:15.614690
USD,Just visiting? Get an unlimited number of 30 minute trips for a 24 hour period. Overtime fees for trips over 30 minutes: $3 per half hour.,0,Day Tripper (24 hour),bcycle_boulder_364,8.0,boulder.bcycle.com,2019-04-15 22:23:15.614690
USD,90 minutes of ride time everyday for 1 year. Valid ucla.edu email address required. Additional minutes and multiple bikes are charged at the Pay As You Go rate of $0.12 per minute. All other fees and credits are described in the rental policy. ,1,UCLA Annual ,payment_plan_837,72.0,https://widget.socialbicycles.com/42/837,2019-04-15 22:23:15.614690
USD,"Minimum purchase of $7 is charged upon sign up to initiate a prepaid balance on the account. Rent up to 6 bikes at the same time charged at the same rate, $7/hour prorated by the minute. All ride time over the initial preloaded amount is charged $7/hour prorated by the minute.
",1,Pay As You Go,payment_plan_186,0.0,https://widget.socialbicycles.com/42/186,2019-04-15 22:23:15.614690
USD,This plan will renew until the auto-renewal setting is changed or subscription is canceled by Rider. This plan includes 90 minutes of rental time each calendar day for 30 days. Additional minutes and multiple bikes are charged at the Pay As You Go rate of $7/hour prorated by the minute. All other fees and credits are described in the Rental Policy. ,1,Monthly ,payment_plan_225,25.0,https://widget.socialbicycles.com/42/225,2019-04-15 22:23:15.614690
USD,"Bike Share for All equity plan. Send photo verification of the account holder's EBT card CHIRLA membership card, or proof that you reside within one of our low-income housing partners to info@bikeshareconnect.com to qualify for this plan. At this time these are the only methods of verification.",1,Bike Share for All ,payment_plan_457,5.0,https://widget.socialbicycles.com/42/457,2019-04-15 22:23:15.614690
USD,Membership will renew annually until the auto-renewal setting is changed or subscription is canceled by Rider. Overage fees not included in the plan will be billed monthly. This plan includes 90 minutes of rental time each calendar day for 365 days. Additional minutes and multiple bikes are charged at the Pay As You Go rate of $7/hour prorated by the minute. All other fees and credits are described in the Rental Policy. ,1,Annual ,payment_plan_249,99.0,https://widget.socialbicycles.com/42/249,2019-04-15 22:23:15.614690
USD,Membership fees will be charged every 30 days until the auto-renewal setting is changed or subscription is canceled by Rider. This plan includes 90 minutes of rental time each calendar day for 30 days. Additional minutes and multiple bikes are charged at the Pay As You Go rate of $7/hour prorated by the minute. All other fees and credits are described in the Rental Policy. ,1,Academic ,payment_plan_380,7.0,https://widget.socialbicycles.com/42/380,2019-04-15 22:23:15.614690
USD,,0,7 Day,bcycle_broward_104,26.75,broward.bcycle.com,2019-04-15 22:23:15.614690
USD,,0,Annual,bcycle_broward_105,48.15,broward.bcycle.com,2019-04-15 22:23:15.614690
USD,If you have a Pay As You Go Pass and want to upgrade call 414-931-1121 before sign-up. The 30-Day Pass gives you unlimited 60-minute trips for 30 days and $3/30 minutes for trips over 60-minutes.,0,30-Day Pass,bcycle_bublr_197,15.0,http://bublrbikes.com,2019-04-15 22:23:15.614690
USD,If you have a Pay As You Go Pass and want to upgrade call 414-931-1121 before sign-up. The Annual Pass gives you unlimited 60-minute trips for 365 days and $3/30 minutes for trips over 60-minutes.,0,Annual Pass,bcycle_bublr_305,80.0,http://bublrbikes.com,2019-04-15 22:23:15.614690
USD,The Buslr is specifically designed to go on the back of the MCTS M-Card. The Buslr Pass gives you unlimited 60 minute trips for 365 days. Trips in excess of 60 minutes will be charged $3/30 minutes.,0,Buslr Card,bcycle_bublr_371,80.0,http://bublrbikes.com,2019-04-15 22:23:15.614690
USD,The Annual+ Pass gives you unlimited 120-minute trips for 365 days and $3/30 minutes for trips over 120-minutes. You will also get a FREE Bicycle Benefits Sticker!,0,Annual+ Pass,bcycle_bublr_562,120.0,http://bublrbikes.com,2019-04-15 22:23:15.614690
USD,With the 24hr pass you can ride 2hrs before having to dock.  Remember as long as you dock every 2hrs your membership is only $8.  If you go over 2hrs you will incur usage fees.,0,24-Hour Pass,bcycle_charlotte_119,8.0,charlotte.bcycle.com,2019-04-15 22:23:15.614690
USD,Save $20 when you purchase an entire year of rides with Charlotte Bcycle. Enjoy unlimited 120 minute rides. Don't forget to dock every 2 hours to avoid usage fees. ,0,Annual Membership,bcycle_charlotte_120,100.0,charlotte.bcycle.com,2019-04-15 22:23:15.614690
USD,"Enjoy unlimited 120-minutes rides for a month! Rides longer than 2 hours are subject to a usage fee of $4 per additional 30 minutes. Don't forget to dock every 2 hours, in order to avoid usage fees. ",0,Monthly - Regular,bcycle_charlotte_418,9.99,charlotte.bcycle.com,2019-04-15 22:23:15.614690
USD,,0,24 Hour,bcycle_cincyredbike_199,8.0,https://redbike.bcycle.com,2019-04-15 22:23:15.614690
USD,,0,Annual,bcycle_cincyredbike_200,80.0,https://redbike.bcycle.com,2019-04-15 22:23:15.614690
USD,,0,Monthly,bcycle_cincyredbike_377,15.0,https://redbike.bcycle.com,2019-04-15 22:23:15.614690
USD,Free for current APSU Students. MUST USE APSU ISSUED E-MAIL & PROMO CODE.  A promo code will be provided to you via email at the start of the semester. Check your email!  ,0,APSU Student,bcycle_clarksville_457,50.0,clarksville.bcycle.com,2019-04-15 22:23:15.614690
USD,,0,24 Hour,bcycle_clarksville_285,3.0,clarksville.bcycle.com,2019-04-15 22:23:15.614690
USD,,0,7 Day,bcycle_clarksville_286,10.0,clarksville.bcycle.com,2019-04-15 22:23:15.614690
USD,,0,30 Day,bcycle_clarksville_287,15.0,clarksville.bcycle.com,2019-04-15 22:23:15.614690
USD,,0,Annual,bcycle_clarksville_288,50.0,clarksville.bcycle.com,2019-04-15 22:23:15.614690
USD,"Annual Membership for Clemson Students, Faculty and Staff with @clemson.edu email",0,Annual Membership,bcycle_clemson_351,15.0,clemson.bcycle.com,2019-04-15 22:23:15.614690
USD,"Annual Student Plan
Currently Applies to: USF, USF HEALTH, HCC, UT,SPC, St. Leo",1,Annual Student,payment_plan_113,59.0,https://widget.socialbicycles.com/11/113,2019-04-15 22:23:15.614690
USD,"Student, reoccurring monthly membership with 60 minutes of ride time daily.

Currently Applies to: USF, USF HEALTH, HCC, UT,SPC, St. Leo",1,Monthly Student,payment_plan_618,7.0,https://widget.socialbicycles.com/11/618,2019-04-15 22:23:15.614690
USD,,1,Annual,payment_plan_64,79.0,https://widget.socialbicycles.com/11/64,2019-04-15 22:23:15.614690
USD,Monthly Subscription including 60 minutes of ride time per day,1,Monthly Basic Subscription,payment_plan_112,15.0,https://widget.socialbicycles.com/11/112,2019-04-15 22:23:15.614690
USD,Monthly Plus Subscription including 90 minutes of ride time per day,1,Monthly Plus Subscription,payment_plan_164,20.0,https://widget.socialbicycles.com/11/164,2019-04-15 22:23:15.614690
USD,"The Prepaid Pay as You Go plan adds value to your Social Bicycles account which is redeemed as you ride. Once you sign up for a Pay As You Go plan, you're charged the amount you selected plus tax which will be deposited as credit into your account. You will then be charged the amount you designated any time your account goes below $1.00

More frequent riders may want to get an Annual Membership, which will give you 60 minutes of time per day for just $79 per year!
",1,Pay As You Go,payment_plan_25,0.0,https://widget.socialbicycles.com/11/25,2019-04-15 22:23:15.614690
USD,,0,Annual,bcycle_columbiacounty_170,65.0,columbiacounty.bcycle.com,2019-04-15 22:23:15.614690
USD,,0,Single Use Pass,bcycle_columbiacounty_177,8.0,columbiacounty.bcycle.com,2019-04-15 22:23:15.614690
USD,,0,Monthly,bcycle_columbike_314,10.0,columbike.bcycle.com/,2019-04-15 22:23:15.614690
USD,,0,Annual,bcycle_columbike_315,40.0,columbike.bcycle.com/,2019-04-15 22:23:15.614690
USD,,0,Bike Tour,bcycle_columbike_316,9.0,columbike.bcycle.com/,2019-04-15 22:23:15.614690
USD,30 days. 60 day min purchase to avoid $15 cancel fee. Unlimited 0-60 min trips. Trips >60 mins are $5/addl 30 min.,0,Monthly,bcycle_denver_52,15.0,denver.bcycle.com,2019-04-15 22:23:15.614690
USD,365 days. Unlimited 0-60 min trips. Dock bike every 60 minutes. Trips over 60 mins are $5 for each addl 30 mins.,0,Annual,bcycle_denver_53,75.0,denver.bcycle.com,2019-04-15 22:23:15.614690
USD,365 day access pass. $3 for each half hour of use.,0,Flex Pass,bcycle_denver_309,15.0,denver.bcycle.com,2019-04-15 22:23:15.614690
USD,24 HR pass. Unlimited 0-30 min trips. Dock bike every 30 minutes. Trips over 30 mins are $5 each addl 30 mins.,0,24 HR Online,bcycle_denver_348,9.0,denver.bcycle.com,2019-04-15 22:23:15.614690
USD,"24 HR rental. Keep a bike all day, no addl fees. Use cable lock when not riding. Return bike to any station.",0,24 HR Rental,bcycle_denver_363,35.0,denver.bcycle.com,2019-04-15 22:23:15.614690
USD,3-day pass. Unlimited 0-30 min trips. Dock bike every 30 minutes. Trips over 30 mins are $5 each addl 30 mins.,0,3-Day Online,bcycle_denver_522,19.0,denver.bcycle.com,2019-04-15 22:23:15.614690
USD,,0,Monthly,bcycle_desmoines_59,10.6,desmoines.bcycle.com,2019-04-15 22:23:15.614690
USD,,0,Annual,bcycle_desmoines_60,84.8,desmoines.bcycle.com,2019-04-15 22:23:15.614690
USD,,0,Fun Pass,bcycle_desmoines_61,6.36,desmoines.bcycle.com,2019-04-15 22:23:15.614690
USD,"Download the BCycle app on your phone to buy this $6 Day Pass. You get unlimited bike checkouts for the next 24 hours! Keep all your bike checkouts under 30 minutes to avoid any extra fees.  Keep the bike for only $2 more, every 30 minutes.",0,1 Day Pass (APP ONLY),bcycle_elpaso_403,6.0,elpaso.bcycle.com,2019-04-15 22:23:15.614690
USD,"A great value! Get access to unlimited bike checkouts for the next 30 days, for only $1 a day.  ",0,30 Day Pass,bcycle_elpaso_274,30.0,elpaso.bcycle.com,2019-04-15 22:23:15.614690
USD,Get instant access to any bike in our system for the next 12 months with an El Paso SunCycle FOB!  Annual Members also receive a customized Hydro Flask bottle for signing up!,0,Annual Membership,bcycle_elpaso_275,75.0,elpaso.bcycle.com,2019-04-15 22:23:15.614690
USD,Get to class and anywhere else you can on a SunCycle El Paso bike for the next semester for only $50! ,0,Semester Pass,bcycle_elpaso_276,50.0,elpaso.bcycle.com,2019-04-15 22:23:15.614690
USD,BEST VALUE - Get unlimited 60-minutes rides for a full year! Rides longer than 60 minutes are subject to a usage fee of $1.25 per additional 15 minutes.,0,Annual,bcycle_memphis_423,90.0,explorebikeshare.bcycle.com,2019-04-15 22:23:15.614690
USD,Enjoy unlimited 60 minute rides for up to seven days. Single rides longer than 60 minutes are subject to a usage fee of $1.25 per additional 15 minutes.,0,Weekly ,bcycle_memphis_424,10.0,explorebikeshare.bcycle.com,2019-04-15 22:23:15.614690
USD,MOST POPULAR - Enjoy unlimited 60-minute rides for a month! Rides longer than 60 minutes are subject to a usage fee of $1.25 per 15 minutes. Change renewal settings by logging into your Account.,0,Monthly,bcycle_memphis_425,15.0,explorebikeshare.bcycle.com,2019-04-15 22:23:15.614690
USD,"With Pay As You Go, you pay just $1.25 for each 15 minutes you ride. Ride as long as you wish. Perfect for short trips!",0,Pay As You Go ,bcycle_memphis_555,1.25,explorebikeshare.bcycle.com,2019-04-15 22:23:15.614690
USD,Enjoy unlimited 60 minute rides for a whole day! Rides longer than 60 minutes are subject to a usage fee of $1.25 per 15 minutes.,0,24 Hour Pass,bcycle_memphis_556,5.0,explorebikeshare.bcycle.com,2019-04-15 22:23:15.614690
USD,"This membership gives you unlimited rides of 1 hour or less. Remember to ride, return and repeat! You will be charged $4 extra every hour after first hour if bike is not returned within 1 hour. ",0,Annual,bcycle_fortworth_137,80.0,fortworth.bcycle.com,2019-04-15 22:23:15.614690
USD,Enjoy all the perks of an annual membership with the convenience of a low monthly payment. There will be a one time $15 activation fee the first month you sign up.,0,Monthly Auto Renewing,bcycle_fortworth_138,11.91,fortworth.bcycle.com,2019-04-15 22:23:15.614690
USD,"This short-term membership gives you unlimited rides of one hour or less. Remember to ride, return and repeat! You will be charged $4 extra every hour after first hour if bike is not returned within an hour. ",0,Unlimited 1 HR Rides for 24-HRS  ,bcycle_fortworth_141,8.66,fortworth.bcycle.com,2019-04-15 22:23:15.614690
USD,3-day pass includes unlimited one-hour rides. Extra charges occur if bike is not returned within one hour. ,0,3-Day Website ,bcycle_fortworth_151,16.24,fortworth.bcycle.com,2019-04-15 22:23:15.614690
USD,Students get to enjoy all the perks of an annual membership with a 6 month long membership. ,0,Semester (6mo),bcycle_fortworth_233,50.0,fortworth.bcycle.com,2019-04-15 22:23:15.614690
USD,Ride like a local! This membership includes unlimited hour-long rides.,0,"Membership: pay monthly, auto-renewing",bcycle_greatrides_245,15.0,greatrides.bcycle.com,2019-04-15 22:23:15.614690
USD,Bike and ride like a local.  This membership includes unlimited hour-long rides,0,Monthly Multipass ,bcycle_greatrides_414,45.0,greatrides.bcycle.com,2019-04-15 22:23:15.614690
USD,Bike AND ride like a local! This membership includes unlimited hour-long bike share rides AND an annual pass to MAT Bus.,0,Membership Multi-Pass - One-Year Commitment,bcycle_greatrides_415,280.0,greatrides.bcycle.com,2019-04-15 22:23:15.614690
USD,Ride and Bike for a day!,0,Daily Multipass,bcycle_greatrides_417,5.0,greatrides.bcycle.com,2019-04-15 22:23:15.614690
USD,Ride like a local! This membership includes unlimited hour-long rides.,0,"Membership: pay once, one-year commitment",bcycle_greatrides_213,75.0,greatrides.bcycle.com,2019-04-15 22:23:15.614690
USD,This pass give you unlimited 30-minute rides for 4 consecutive days. Rides longer than 30 minutes are subject to an Extra Time Charge of $5 per additional 60 minutes.,0,4-Day Membership,bcycle_greenbikeslc_135,15.0,www.greenbikeslc.org,2019-04-15 22:23:15.614690
USD,This pass give you unlimited 60-minute rides for 365 days. Rides longer than 60 minutes are subject to an Extra Time Charge of $5 per additional 60 minutes.,0,Annual Membership,bcycle_greenbikeslc_136,75.0,www.greenbikeslc.org,2019-04-15 22:23:15.614690
USD,This pass give you unlimited 30-minute rides for 24 hours. Rides longer than 30 minutes are subject to an Extra Time Charge of $5 per additional 60 minutes.,0,24-Hour Pass,bcycle_greenbikeslc_357,7.0,www.greenbikeslc.org,2019-04-15 22:23:15.614690
USD,,0,Annual,bcycle_greenville_129,60.0,greenville.bcycle.com,2019-04-15 22:23:15.614690
USD,,0,Weekly,bcycle_greenville_130,15.0,greenville.bcycle.com,2019-04-15 22:23:15.614690
USD,,0,24-Hour,bcycle_greenville_131,5.0,greenville.bcycle.com,2019-04-15 22:23:15.614690
USD,3-month minimum. Auto renews monthly. Check out up to 3 additional bikes at 12¢/minute using account number and PIN.,1,Monthly Plan (3 month minimum),payment_plan_43,15.0,https://widget.socialbicycles.com/20/43,2019-04-15 22:23:15.614690
USD,3-month minimum. Auto renews monthly. Check out up to 3 additional bikes at 12¢/minute using account number and PIN.,1,Monthly Plus (3 month minimum),payment_plan_192,20.0,https://widget.socialbicycles.com/20/192,2019-04-15 22:23:15.614690
USD,"Minutes are purchased in advance and balance of available time is reduced when used, with no expiration. Check out up to 4 bikes at a time at 12¢/minute using your account number and PIN. ",1,Pay As You Go,payment_plan_101,0.0,https://widget.socialbicycles.com/20/101,2019-04-15 22:23:15.614690
USD,Requires confirmed .edu email address. Check out up to 3 additional bikes at 12¢/minute using account number and PIN.,1,Student (6 months),payment_plan_258,25.0,https://widget.socialbicycles.com/20/258,2019-04-15 22:23:15.614690
USD,Activates upon purchase. Includes 180 minutes of free usage. Check out up to 3 additional bikes at 12¢/minute using account number and PIN. No credit or refund for unused minutes.,1,7-Day Pass (180 free minutes),payment_plan_468,10.0,https://widget.socialbicycles.com/20/468,2019-04-15 22:23:15.614690
USD,"Discounts available for businesses and organizations. Check out up to 3 additional bikes at 12¢/minute with account number and PIN.
",1,Annual,payment_plan_356,150.0,https://widget.socialbicycles.com/20/356,2019-04-15 22:23:15.614690
USD,,0,Heartland Pass (Annual Pay),bcycle_heartland_93,80.0,heartland.bcycle.com,2019-04-15 22:23:15.614690
USD,,0,FUN! Pass,bcycle_heartland_97,6.0,heartland.bcycle.com,2019-04-15 22:23:15.614690
USD,,0,Heartland Pass (Monthly Pay),bcycle_heartland_248,10.0,heartland.bcycle.com,2019-04-15 22:23:15.614690
USD,Start and end your ride at any station. Unlimited trips: First 60 minutes of EVERY trip are free. Overages: $3 per 30 minutes.,0,Monthly Membership,bcycle_houston_109,9.0,houston.bcycle.com,2019-04-15 22:23:15.614690
USD,Start and end your ride at any station. Unlimited trips: First 60 minutes of EVERY trip are free. Overages: $3 per 30 minutes. RFID card included.,0,Annual Membership,bcycle_houston_110,99.0,houston.bcycle.com,2019-04-15 22:23:15.614690
USD,"Only $10 with promo code and school email. Codes listed under ""How It Works"" - Student Memberships. First 60 minutes of EVERY trip are free. Overages: $3 per 30 minutes. Expires May 31.",0,Spring Student/Staff Membership,bcycle_houston_517,30.0,houston.bcycle.com,2019-04-15 22:23:15.614690
USD,,0,Indego30,bcycle_indego_239,17.0,www.rideindego.com,2019-04-15 22:23:15.614690
USD,,0,Indego30 Cash (Legacy pass type),bcycle_indego_240,17.0,www.rideindego.com,2019-04-15 22:23:15.614690
USD,,0,IndegoFlex,bcycle_indego_241,10.0,www.rideindego.com,2019-04-15 22:23:15.614690
USD,,0,Access Pass,bcycle_indego_243,5.0,www.rideindego.com,2019-04-15 22:23:15.614690
USD,,0,Access Cash Pass (Legacy pass type),bcycle_indego_245,5.0,www.rideindego.com,2019-04-15 22:23:15.614690
USD,,0,$12 Pass (IBX & Student),bcycle_indego_246,12.0,www.rideindego.com,2019-04-15 22:23:15.614690
USD,,0,Day Pass (online purchase),bcycle_indego_251,10.0,www.rideindego.com,2019-04-15 22:23:15.614690
USD,,0,Indego365,bcycle_indego_252,156.0,www.rideindego.com,2019-04-15 22:23:15.614690
USD,,0,Indego365 Access,bcycle_indego_254,48.0,www.rideindego.com,2019-04-15 22:23:15.614690
USD,,0,TEST Day Pass Electric,bcycle_indego_257,10.0,www.rideindego.com,2019-04-15 22:23:15.614690
USD,Day pass grants access to Unlimited 30 minute trips for a 24 hour period. Bike must be docked every 30 minutes to avoid usage fees. ,0,24-Hour Pass,bcycle_pacersbikeshare_183,8.56,http://pacersbikeshare.org,2019-04-15 22:23:15.614690
USD,Annual Membership grants access to unlimited 30 minute trips for a 365 day period. Bike must be docked every 30 minutes to avoid usage fees. ,0,Annual Pass,bcycle_pacersbikeshare_184,85.6,http://pacersbikeshare.org,2019-04-15 22:23:15.614690
USD,A Monthly Pass grants you access to unlimited 30 minute trips for a 30 day period. Bike must be docked every 30 minutes to avoid usage fees. ,0,Monthly Pass,bcycle_pacersbikeshare_355,16.05,http://pacersbikeshare.org,2019-04-15 22:23:15.614690
USD,Year membership to Jackson County bike share.,0,Annual Membership,bcycle_jacksoncounty_356,50.0,jacksoncounty.bcycle.com,2019-04-15 22:23:15.614690
USD,"First ride paid in advance plus applicable taxes. Always lock to a bike rack in the system area.
",1,Single Ride,payment_plan_917,0.0,https://widget.socialbicycles.com/200/917,2019-04-15 22:23:15.614690
USD,"First ride paid in advance plus applicable taxes. Always lock to a bike rack in the system area.
",1,Single Ride,payment_plan_915,0.0,https://widget.socialbicycles.com/202/915,2019-04-15 22:23:15.614690
USD,,1,Pay-As-You-Go ,payment_plan_689,0.0,https://widget.socialbicycles.com/136/689,2019-04-15 22:23:15.614690
