system_id,language,name,short_name,operator,url,purchase_url,start_date,phone_number,email,timezone,license_url,accessed_on
nextbike_vi,en,Smartbike (Vijayawada - India),,Hyderabad Bicycle Club Venus Plaza Old Airport Exit Road Hyderabad INDIA,https://www.smartbikemobility.com/xx/vijayawada/,,,,info@smartbikemobility.com,Asia/Calcutta,,2019-02-07 08:20:08.554214
nextbike_bl,en,bike4all,,"Dekwaneh, Midan Street P.O.Box 11-62 Beirut - Lebanon",https://www.bikeforall-lb.com/xx/,,,0096103835524,info@bikeforall-lb.com,Asia/Jerusalem,,2019-02-07 08:20:08.554214
nextbike_lv,en,SiXT Latvia,,"nextbike GmbH, Erich-Zeigner Allee 69-73, 04229 Leipzig, Germany",https://www.sixtbicycle.lv/,,,0037167676780,velo@sixt.lv,Europe/Riga,,2019-02-07 08:20:08.554214
nextbike_mt,en,nextbike Malta,,"nextbike Malta Limited; Level 0, Le Meridien Hotel & Spa; 39, Main Street; St. Julian's STJ1017; Malta",https://www.nextbike.com.mt/xx/malta/,,,0035620996666,info@nextbike.com.mt,Europe/Berlin,,2019-02-07 08:20:08.554214
nextbike_nd,en,nextbike Dordrecht,,"nextbike GmbH, Erich-Zeigner Allee 69-73, 04229 Leipzig",https://www.nextbike.nl/xx/dordrecht/,,,0031435690505,info@nextbike.nl,Europe/Amsterdam,,2019-02-07 08:20:08.554214
nextbike_nl,en,nextbike Maastricht,,"nextbike GmbH, Erich-Zeigner Allee 69-73, 04229 Leipzig",https://www.nextbike.nl/xx/maastricht/,,,0031435690505,info@nextbike.nl,Europe/Berlin,,2019-02-07 08:20:08.554214
nextbike_nz,en,nextbike New Zealand,,"Nextbike New Zealand Ltd., 132 Symonds Street, Auckland",https://www.nextbike.co.nz/xx/,,,006499099090,nz@nextbike.co.nz,Pacific/Auckland,,2019-02-07 08:20:08.554214
nextbike_bp,en,BIKER Białystok Poland,,,https://www.bikerbialystok.pl/,,,0048858710101,bok@bikerbialystok.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_sp,en,Bike_S SRM Poland,,"nextbike GmbH, Erich-Zeigner Allee 69-73, 04229 Leipzig, Germany",https://bikes-srm.pl/,,,0048915065200,bikes@bikes-srm.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_jp,en,Częstochowski Rower Miejski Poland,," Nextbike Polska S.A. ul. Przasnyska 6B, 01-756 Warszawa KRS 0000362899 NIP: 895-198-10-07 REGON: 021336152 ",https://rower.czestochowa.pl/,,,34 340 12 12,bok@rower.czestochowa.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_gm,en,Gliwicki Rower Miejski (SGRM) Poland,,"Nextbike Polska S.A., ul. Przasnyska 6B, 01-756 Warszawa, Poland",https://gliwickirower.pl/,,,0048324933232,bok@gliwickirower.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_gp,en,GRM Grodzisk Poland,,,http://www.rowery.grodzisk.pl/,,,0048222925688,ck@rowery.grodzisk.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_pk,en,Kaliski Rower Miejski Poland,,"Nextbike Polska S.A. ul. Przasnyska 6B, 01-756 Warszawa, KRS 0000646950, NIP: 895-198-10-07, REGON: 021336152",https://www.kaliskirowermiejski.pl/,,,0048625842525,bok@kaliskirowermiejski.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_kw,en,Katowice Bike Poland,,"nextbike GmbH, Erich-Zeigner Allee 69-73, 04229 Leipzig, Germany",http://www.citybybike.pl/,,,0048326306161,bok@citybybike.pl,Europe/Berlin,,2019-02-07 08:20:08.554214
nextbike_kr,en,Kołobrzeski Rower Miejski Poland,,"Nextbike Polska S.A. ul. Przasnyska 6B, 01-756 Warszawa KRS 0000362899 NIP: 895-198-10-07 REGON: 021336152",https://kolobrzeskirower.pl/,,,0048717381111,bok@kolobrzeskirower.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_ps,en,Koszaliński Rower Miejski Poland,,"Nextbike Polska S.A. ul. Przasnyska 6B, 01-756 Warszawa",https://www.koszalinskirowermiejski.pl/,,,+48 94 721 42 22,bok@koszalinskirowermiejski.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_op,en,KRM Konstanciński Poland,,,https://www.konstancinskirower.pl/,,,0048223821312,ck@konstancinskirower.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_lp,en,Łódzki Rower Publiczny Poland,,"nextbike GmbH, Erich-Zeigner Allee 69-73, 04229 Leipzig, Germany",http://www.lodzkirowerpubliczny.pl/,,,0048426200000,ck@lodzkirowerpubliczny.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_ln,en,LRM Lublin Poland,,,https://www.lubelskirower.pl/,,,0048814646600,bok@lubelskirower.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_km,en,OK Bike Poland,," Nextbike Polska S.A. ul. Przasnyska 6B, 01-756 Warszawa KRS 0000362899 NIP: 895-198-10-07 REGON: 021336152 ",https://okbike.pl/,,,0048221230640,info@nextbike.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_,en,,,,,,,,,,,2019-02-07 08:20:08.554214
nextbike_,en,,,,,,,,,,,2019-02-07 08:20:08.554214
nextbike_pi,en,Piaseczyński Rower Miejski Poland,,"Nextbike Polska S.A. ul. Przasnyska 6B, 01-756 Warszawa",https://www.piaseczynskirower.pl/,,,19 115,info@nextbike.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_ep,en,Płocki Rower Miejski (PRM) Poland,,"Nextbike Polska S.A. ul. Przasnyska 6B, 01-756 Warszawa",https://plockirowermiejski.pl/,,,0048243694242,bok@plockirowermiejski.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_pu,en,Pobiedziski Rower Gminny Poland,,"nextbike GmbH, Erich-Zeigner Allee 69-73, 04229 Leipzig, Germany",https://rowery.pobiedziska.pl/,,,0048618154454,rowery@pobiedziska.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_pb,en,PRM Poznan Poland,,"nextbike GmbH, Erich-Zeigner Allee 69-73, 04229 Leipzig, Germany",http://www.poznanskirower.pl/,,,0048616668080,bok@poznanskirower.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_or,en,Pruszkowski Rower Miejski Poland,," Nextbike Polska S.A. ul. Przasnyska 6B, 01-756 Warszawa KRS 0000362899 NIP: 895-198-10-07 REGON: 021336152 ",https://www.pruszkowskirower.pl/,,,0048223821312,bok@pruszkowskirower.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_rp,en,Radomski Rower Miejski Poland,,"nextbike GmbH, Erich-Zeigner Allee 69-73, 04229 Leipzig, Germany",https://radomskirowermiejski.pl/,,,0048483777333,bok@radomskirowermiejski.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_mw,en,Rower Gminny Michałowice Poland,,"nextbike GmbH, Erich-Zeigner Allee 69-73, 04229 Leipzig, Germany",https://rower.michalowice.pl/,,,0048222441313,info@nextbike.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_rm,en,Rower Miejski Szamotuły Poland (RMS) Poland,,"Nextbike Polska S.A. ul. Przasnyska 6B, 01-756 Warszawa Tel. (+48) 22 208 99 90 Fax. (+48) 22 244 29 63",https://szamotuly.bike/,,,0048616668080,ck@szamotuly.bike,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_po,en,Rower Miejski w Ostrowie Wielkopolskim Poland,,"Nextbike Polska S.A. ul. Przasnyska 6B, 01-756 Warszawa KRS 0000362899 NIP: 895-198-10-07 REGON: 021336152",https://ostrowskirowermiejski.pl/,,,0048627376115,bok@ostrowskirowermiejski.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_,en,,,,,,,,,,,2019-02-07 08:20:08.554214
nextbike_pr,en,Sosnowiecki Rower Miejski Poland,,"Nextbike Polska S.A. ul. Przasnyska 6B, 01-756 Warszawa",https://sosnowieckirowermiejski.pl/,,,+48 32 630 62 22,bok@sosnowieckirowermiejski.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_,en,,,,,,,,,,,2019-02-07 08:20:08.554214
nextbike_,en,,,,,,,,,,,2019-02-07 08:20:08.554214
nextbike_mp,en,System Legnicki Rower Miejski (SLRM) Poland,,"nextbike GmbH, Erich-Zeigner Allee 69-73, 04229 Leipzig, Germany",https://rower.legnica.eu/,,,0048767591515,bok@rower.legnica.eu,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_,en,,,,,,,,,,,2019-02-07 08:20:08.554214
nextbike_ap,en,System Rowerów Miejskich w Pszczynie Poland,,"Nextbike Polska S.A. ul. Przasnyska 6B, 01-756 Warszawa KRS 0000362899 NIP: 895-198-10-07 REGON: 021336152",https://www.pszczynskirower.pl/xx/pszczyna/,,,0048326306161,info@nextbike.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_pt,en,Tyski Rower Miejski Poland,,"Nextbike Polska S.A. ul. Przasnyska 6B, 01-756 Warszawa KRS 0000362899 NIP: 895-198-10-07 REGON: 021336152",https://www.tyskirower.pl/xx/tychy/,,,0048326306161,info@nextbike.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_vp,en,VETURILO Poland,,"Nextbike Polska S.A. ul. Przasnyska 6B, 01-756 Warszawa",https://veturilo.waw.pl,,,19 115,info@nextbike.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_pl,en,WRM nextbike Poland,,"nextbike GmbH, Erich-Zeigner Allee 69-73, 04229 Leipzig, Germany",http://www.wroclawskirower.pl/,,,0048717381111,bok@wroclawskirower.pl,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_,en,,,,,,,,,,,2019-02-07 08:20:08.554214
nextbike_sa,en,iBike ( Saudi Arabia ),,"nextbike GmbH, Erich-Zeigner Allee 69-73, 04229 Leipzig, Germany",https://ibike.kaec.net/,,,9668111065924,Contactus.iBike@kaec.net,Asia/Riyadh,,2019-02-07 08:20:08.554214
nextbike_cn,en,NomagoBikes (Slovenia),,"Nomago d.o.o., Vošnjakova 3, 1000 Ljubljana, Slovenia",https://bikes.nomago.si/,,,+386 1 431 77 60 ,info@nomago.si,Europe/Berlin,,2019-02-07 08:20:08.554214
nextbike_as,en,Arriva Nitra Slovakia,,ARRIVA Slovakia a.s. Sturova 72 949 44 Nitra,https://arriva.bike/,,,00421915244244,bike@arriva.sk,Europe/Warsaw,,2019-02-07 08:20:08.554214
nextbike_nk,en,nextbike Konya,,"nextbike GmbH, Erich-Zeigner Allee 69-73, 04229 Leipzig",https://www.nextbike.com.tr/xx/konya/,,,00903323423523,info@nextbike.com.tr,Asia/Istanbul,,2019-02-07 08:20:08.554214
nextbike_ot,en,Ordu Bisikletli Turkey,,"nextbike GmbH, Erich-Zeigner Allee 69-73, 04229 Leipzig, Germany",https://ordu.nextbike.com.tr/xx/ordu/,,,00904441052,info@ordu.nextbike.com.tr,Asia/Istanbul,,2019-02-07 08:20:08.554214
nextbike_kv,en,nextbike Kyiv (Ukraine),,"Kyiv, Ukraine, 03113, Dehtyarivs'ka 51 str. NEXTBIKE UKRAINE LLC",https://www.nextbike.ua/xx/kyiv/,,,0800210441,customerservice@nextbike.com.ua,Europe/Kiev,,2019-02-07 08:20:08.554214
nextbike_nu,en,nextbike (Ukraine),,"Kyiv, Ukraine, 03113, Dehtyarivs'ka 51 str. NEXTBIKE UKRAINE LLC",https://www.nextbike.ua/xx/,,,0 800 211980,customerservice@nextbike.com.ua,Europe/Kiev,,2019-02-07 08:20:08.554214
bcycle_arborbike,en,ArborBike,,,https://arborbike.org,,,7348876909,Info@arborbike.org,America/New_York,,2019-02-07 08:20:08.554214
bcycle_austin,en,Austin B-cycle,,,https://austinbcycle.com,,,512-954-1665,contact@bikeshareofaustin.com,America/Chicago,,2019-02-07 08:20:08.554214
